"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
413,"SO","Southern Company","Utilities","Diversified Utilities","USA",36069.98,20.84,41.27,0.63%,5987853
414,"SPG","Simon Property Group Inc.","Financial","REIT - Retail","USA",46309.56,38.57,149.26,0.15%,1012831
415,"SPLS","Staples, Inc.","Services","Specialty Retail, Other","USA",9471.68,,14.49,0.35%,7063941
416,"SRCL","Stericycle, Inc.","Industrial Goods","Waste Management","USA",9795.86,34.47,113.74,-0.51%,284380
417,"SRE","Sempra Energy","Utilities","Gas Utilities","USA",20762.28,21.41,85.23,-0.23%,1005486
418,"STI","SunTrust Banks, Inc.","Financial","Money Center Banks","USA",17270.00,8.21,32.27,0.34%,5618809
419,"STJ","St. Jude Medical Inc.","Healthcare","Medical Appliances & Equipment","USA",15773.48,26.21,55.56,1.80%,5478175
420,"STT","State Street Corp.","Financial","Asset Management","USA",29291.96,14.14,64.78,0.11%,2950363
421,"STX","Seagate Technology PLC","Technology","Data Storage Devices","Ireland",16067.04,9.37,44.88,0.20%,3820580
422,"STZ","Constellation Brands Inc.","Consumer Goods","Beverages - Wineries & Distillers","USA",11231.92,7.42,59.65,-0.32%,1440093
423,"SWK","Stanley Black & Decker, Inc.","Industrial Goods","Machine Tools & Accessories","USA",13707.66,29.08,88.40,-0.54%,1127192
424,"SWN","Southwestern Energy Co.","Basic Materials","Independent Oil & Gas","USA",12321.79,,35.16,-1.07%,6939886
425,"SWY","Safeway Inc.","Services","Grocery Stores","USA",7351.96,15.88,30.80,-0.03%,4787144
426,"SYK","Stryker Corp.","Healthcare","Medical Appliances & Equipment","USA",25870.32,22.97,68.44,1.23%,1827731
427,"SYMC","Symantec Corporation","Technology","Security Software & Services","USA",17194.99,23.27,24.67,-0.28%,7951904
428,"SYY","Sysco Corp.","Services","Food Wholesale","USA",18766.01,18.95,31.65,1.57%,3853875
429,"T","AT&T, Inc.","Technology","Telecom Services - Domestic","USA",181608.75,25.57,33.75,1.93%,33399892
430,"TAP","Molson Coors Brewing Company","Consumer Goods","Beverages - Brewers","USA",9134.03,16.01,49.94,0.46%,1004599
431,"TDC","Teradata Corporation","Technology","Data Storage Devices","USA",8619.35,23.34,52.75,0.32%,1600365
432,"TE","TECO Energy, Inc.","Utilities","Electric Utilities","USA",3569.00,15.66,16.60,0.61%,2627655
433,"TEG","Integrys Energy Group, Inc.","Utilities","Gas Utilities","USA",4416.23,13.84,55.62,0.80%,515285
434,"TEL","TE Connectivity Ltd.","Technology","Diversified Electronics","Switzerland",20712.65,16.47,49.91,-1.66%,2218319
435,"TER","Teradyne Inc.","Technology","Semiconductor Equipment & Materials","USA",3051.01,26.25,16.01,1.01%,2647101
436,"TGT","Target Corp.","Services","Discount, Variety Stores","USA",39795.61,15.11,62.69,0.90%,3858589
437,"THC","Tenet Healthcare Corp.","Healthcare","Hospitals","USA",4698.29,,45.61,-1.30%,1736716
438,"TIF","Tiffany & Co.","Services","Jewelry Stores","USA",9447.62,21.87,73.91,-1.14%,1504911
439,"TJX","The TJX Companies, Inc.","Services","Department Stores","USA",39299.42,20.19,54.91,0.44%,2514679
440,"TMK","Torchmark Corp.","Financial","Life Insurance","USA",6515.42,12.53,70.67,-0.21%,394681
441,"TMO","Thermo Fisher Scientific, Inc.","Healthcare","Medical Laboratories & Research","USA",32374.80,25.05,89.93,-0.83%,2025337
442,"TRIP","TripAdvisor Inc.","Technology","Internet Information Providers","USA",10143.34,45.89,70.67,-1.44%,2673094
443,"TROW","T. Rowe Price Group, Inc.","Financial","Asset Management","USA",18500.03,19.63,71.65,0.94%,1751106
444,"TRV","The Travelers Companies, Inc.","Financial","Property & Casualty Insurance","USA",30955.36,10.64,82.35,-0.77%,1674527
445,"TSN","Tyson Foods Inc.","Consumer Goods","Meat Products","USA",10131.10,13.60,28.70,1.41%,4485077
446,"TSO","Tesoro Corporation","Basic Materials","Oil & Gas Refining & Marketing","USA",5641.13,9.19,41.54,-0.26%,4070602
447,"TSS","Total System Services, Inc.","Financial","Credit Services","USA",5333.69,22.80,28.50,0.04%,1262304
448,"TWC","Time Warner Cable Inc.","Services","CATV Systems","USA",31934.19,15.25,110.27,0.43%,2081923
449,"TWX","Time Warner Inc.","Services","Entertainment - Diversified","USA",59996.85,17.70,64.61,-0.63%,4675642
450,"TXN","Texas Instruments Inc.","Technology","Semiconductor - Broad Line","USA",43336.87,21.83,39.29,0.13%,6859193
451,"TXT","Textron Inc.","Industrial Goods","Aerospace/Defense - Major Diversified","USA",7413.11,14.87,26.46,-0.53%,2922788
452,"TYC","Tyco International Ltd.","Services","Security & Protection Services","Switzerland",15908.68,,34.36,0.47%,3010180
453,"UNH","Unitedhealth Group, Inc.","Healthcare","Health Care Plans","USA",72022.42,13.57,71.38,-0.14%,4462445
454,"UNM","Unum Group","Financial","Accident & Health Insurance","USA",7839.33,8.97,29.52,-0.91%,2518392
455,"UNP","Union Pacific Corporation","Services","Railroads","USA",70916.37,17.34,152.41,0.16%,1792355
456,"UPS","United Parcel Service, Inc.","Services","Air Delivery & Freight Services","USA",83644.10,103.14,88.70,-0.26%,2452419
457,"URBN","Urban Outfitters Inc.","Services","Apparel Stores","USA",5249.26,19.94,35.70,1.83%,2151041
458,"USB","U.S. Bancorp","Financial","Regional - Midwest Banks","USA",66274.28,12.23,35.96,0.73%,7292478
459,"UTX","United Technologies Corp.","Industrial Goods","Diversified Machinery","USA",92669.12,18.73,102.84,0.08%,3545796
460,"V","Visa, Inc.","Financial","Credit Services","USA",144873.80,31.70,183.85,0.72%,3362043
461,"VAR","Varian Medical Systems Inc.","Healthcare","Medical Appliances & Equipment","USA",8159.44,18.95,75.44,0.03%,645506
462,"VFC","V.F. Corporation","Consumer Goods","Textile - Apparel Clothing","USA",21026.50,19.13,192.42,1.40%,577507
463,"VIAB","Viacom, Inc.","Services","CATV Systems","USA",38690.04,18.02,80.17,-0.52%,3511218
464,"VLO","Valero Energy Corporation","Basic Materials","Oil & Gas Refining & Marketing","USA",18445.71,6.75,33.97,0.71%,6806082
465,"VMC","Vulcan Materials Company","Industrial Goods","General Building Materials","USA",6610.19,,50.75,-1.19%,441758
466,"VNO","Vornado Realty Trust","Financial","REIT - Diversified","USA",15646.12,78.22,83.70,-0.01%,503097
467,"VRSN","VeriSign, Inc.","Technology","Internet Information Providers","USA",7382.74,23.00,49.69,0.02%,1178123
468,"VRTX","Vertex Pharmaceuticals Incorporated","Healthcare","Biotechnology","USA",15577.02,,70.15,-2.87%,2638886
469,"VTR","Ventas, Inc.","Financial","REIT - Healthcare Facilities","USA",18158.00,39.52,62.05,-0.05%,1042543
470,"VZ","Verizon Communications Inc.","Technology","Telecom Services - Domestic","USA",132363.00,85.56,46.20,0.33%,13257546
471,"WAG","Walgreen Co.","Services","Drug Stores","USA",52022.96,21.49,55.01,0.27%,4812892
472,"WAT","Waters Corp.","Healthcare","Medical Laboratories & Research","USA",8748.23,18.47,102.34,-0.39%,578095
473,"WDC","Western Digital Corp.","Technology","Data Storage Devices","USA",15022.56,16.18,63.12,-0.41%,1312940
474,"WEC","Wisconsin Energy Corp.","Utilities","Electric Utilities","USA",9220.51,16.96,40.37,0.32%,1260095
475,"WFC","Wells Fargo & Company","Financial","Money Center Banks","USA",214097.70,10.94,40.36,0.30%,17005424
476,"WFM","Whole Foods Market, Inc.","Services","Grocery Stores","USA",21697.19,40.29,58.42,-1.13%,2993908
477,"WHR","Whirlpool Corp.","Consumer Goods","Appliances","USA",10863.17,17.00,136.13,1.54%,1120050
478,"WIN","Windstream Corporation","Technology","Telecom Services - Domestic","USA",4832.41,35.70,8.21,1.23%,6547580
479,"WLP","WellPoint Inc.","Healthcare","Health Care Plans","USA",25625.22,9.31,85.56,0.22%,1149408
480,"WM","Waste Management, Inc.","Industrial Goods","Waste Management","USA",18903.16,22.20,40.40,-0.22%,1277285
481,"WMB","Williams Companies, Inc.","Basic Materials","Oil & Gas Pipelines","USA",23873.94,37.59,34.96,-0.26%,5848009
482,"WMT","Wal-Mart Stores Inc.","Services","Discount, Variety Stores","USA",239294.00,14.26,73.00,0.14%,6464537
483,"WPO","The Washington Post Company","Services","Publishing - Newspapers","USA",4368.56,96.07,604.31,0.57%,22700
484,"WPX","WPX Energy, Inc.","Basic Materials","Independent Oil & Gas","USA",3789.56,,18.91,-1.15%,1224051
485,"WU","Western Union Co.","Financial","Credit Services","USA",9974.82,11.36,17.95,-1.54%,8422309
486,"WY","Weyerhaeuser Co.","Industrial Goods","Lumber, Wood Production","USA",15618.15,25.92,28.25,0.46%,3367535
487,"WYN","Wyndham Worldwide Corporation","Services","Lodging","USA",8029.80,20.87,59.48,0.20%,1334230
488,"WYNN","Wynn Resorts Ltd.","Services","Resorts & Casinos","USA",15849.34,28.73,157.73,0.33%,1308754
489,"X","United States Steel Corp.","Basic Materials","Steel & Iron","USA",3058.75,,21.17,1.10%,5056518
490,"XEL","Xcel Energy Inc.","Utilities","Electric Utilities","USA",13822.43,14.03,27.77,0.69%,3293385
491,"XL","XL Group plc","Financial","Property & Casualty Insurance","Ireland",8853.31,10.47,30.58,-0.07%,1550369
492,"XLNX","Xilinx Inc.","Technology","Semiconductor - Integrated Circuits","USA",12069.15,24.43,45.69,0.15%,3080662
493,"XOM","Exxon Mobil Corporation","Basic Materials","Major Integrated Oil & Gas","USA",377514.30,10.73,85.16,-0.41%,13538620
494,"XRAY","DENTSPLY International Inc.","Healthcare","Medical Instruments & Supplies","USA",6221.39,18.52,43.53,0.00%,783953
495,"XRX","Xerox Corp.","Technology","Information Technology Services","USA",12562.19,10.98,10.21,0.69%,11689542
496,"XYL","Xylem Inc.","Industrial Goods","Diversified Machinery","USA",5044.73,21.77,27.21,-0.69%,1478026
497,"YHOO","Yahoo! Inc.","Technology","Internet Information Providers","USA",35630.63,9.35,33.01,0.24%,33471668
498,"YUM","Yum! Brands, Inc.","Services","Restaurants","USA",30181.92,21.80,66.48,-7.24%,20624560
499,"ZION","Zions Bancorp.","Financial","Regional - Pacific Banks","USA",4938.27,20.53,26.89,-0.33%,1589110
500,"ZMH","Zimmer Holdings, Inc.","Healthcare","Medical Appliances & Equipment","USA",14295.67,20.86,84.69,1.58%,2192480
